environment,genotype,observed,predicted,method
STP_05,NDSW0345,80.7667,82.6258609168509,ridge_pc80_lo
STP_05,RUGBY,83.0333,85.09873302929489,ridge_pc80_lo
STP_05,2375,84.0333,91.85192073384626,ridge_pc80_lo
STP_05,ND2710,98.73333,81.00507884644045,ridge_pc80_lo
STP_05,BACUP,91.93333,84.2694897929374,ridge_pc80_lo
STP_05,WHEATON,71.83330000000001,83.54523095326537,ridge_pc80_lo
STP_07,ES101,77.0,84.34929555572754,ridge_pc80_lo
STP_07,MN03013-3-2,92.8,94.5548609181428,ridge_pc80_lo
STP_07,MN03191-2-1,89.0,98.67653854842015,ridge_pc80_lo
STP_07,NDSW0430,94.7,94.98835629163086,ridge_pc80_lo
STP_07,MN00209-3-1,97.0,102.13938987783004,ridge_pc80_lo
STP_07,MN02222-1,97.0,83.31930401432557,ridge_pc80_lo
STP_07,RUGBY,76.2,87.97938774513881,ridge_pc80_lo
STP_07,BRICK,97.4,99.90399559468182,ridge_pc80_lo
STP_07,2375,90.6,92.53277194531093,ridge_pc80_lo
STP_07,ND2710,96.4,85.66270709980097,ridge_pc80_lo
STP_07,BACUP,96.2,87.15014450878132,ridge_pc80_lo
STP_07,WHEATON,68.9,84.22608216473004,ridge_pc80_lo
STP_09,FOREFRONT,94.8,84.56116383673763,ridge_pc80_lo
STP_09,SD4011,93.33333333333331,83.11963275347894,ridge_pc80_lo
STP_09,SD4027,87.3,81.99646871418543,ridge_pc80_lo
STP_09,SELECT,84.1333333333333,76.91677707010527,ridge_pc80_lo
STP_09,MN05152-1-1,92.73333333333332,86.67822512961693,ridge_pc80_lo
STP_09,MN06049-1-3,93.5,89.67746599253057,ridge_pc80_lo
STP_09,MN06202-3-1,89.6333333333333,73.16808203896275,ridge_pc80_lo
STP_09,MN06213-6-2-4,80.8666666666667,81.1112458435901,ridge_pc80_lo
STP_09,MN06219-2-2,77.8333333333333,80.223922780223,ridge_pc80_lo
STP_09,2375,75.0,89.2636106032168,ridge_pc80_lo
STP_09,ND2710,89.7333333333333,77.77406936292964,ridge_pc80_lo
STP_09,BACUP,87.3666666666667,77.17867223135664,ridge_pc80_lo
STP_09,WHEATON,15.799999999999995,80.95692082263592,ridge_pc80_lo
STP_10,MT09SCAB16,64.0,63.30998985478916,ridge_pc80_lo
STP_10,MT09SCAB3,66.4,55.61524118399466,ridge_pc80_lo
STP_10,MT09SCAB5,77.8,57.45411631620629,ridge_pc80_lo
STP_10,MT09SCAB9,75.7,53.540468198652704,ridge_pc80_lo
STP_10,FN09-17017,85.4,76.79914586909291,ridge_pc80_lo
STP_10,FN09-17210,71.1,75.93158226994416,ridge_pc80_lo
STP_10,FN09-17213,64.3,86.43808316779938,ridge_pc80_lo
STP_10,FN09-17270,63.5,82.55052290224248,ridge_pc80_lo
STP_10,FN09-17275,80.9,87.9689995171171,ridge_pc80_lo
STP_10,MN06216-6-2-4,80.3,73.25526409850325,ridge_pc80_lo
STP_10,MN07049-7-3,78.5,88.25487884383755,ridge_pc80_lo
STP_10,MN07183-3,71.1,64.50110263232185,ridge_pc80_lo
STP_10,BW928,71.0,70.9011448742782,ridge_pc80_lo
STP_10,ALSEN,90.0,77.68113302903012,ridge_pc80_lo
STP_10,2375,88.1,76.80255683657478,ridge_pc80_lo
STP_10,ND2710,88.0,72.00334520508417,ridge_pc80_lo
STP_10,BACUP,65.3,73.12165164789465,ridge_pc80_lo
STP_10,WHEATON,59.8,68.4958670559939,ridge_pc80_lo
STP_11,10EXP13-16,70.7,74.63156276068658,ridge_pc80_lo
STP_11,10EXP13-24,84.0667,79.64384069843435,ridge_pc80_lo
STP_11,10EXP13-44,68.0667,73.85427679785865,ridge_pc80_lo
STP_11,10EXP13-87,81.7,81.9838190965349,ridge_pc80_lo
STP_11,10EXPSW13-19,48.4,56.92354188874061,ridge_pc80_lo
STP_11,10EXPSW13-28,67.5,77.58562968968037,ridge_pc80_lo
STP_11,10EXPSW13-9,59.6333,62.11585177417587,ridge_pc80_lo
STP_11,SD4313,79.2667,79.30769144772145,ridge_pc80_lo
STP_11,SD4331,74.7,78.13946057097968,ridge_pc80_lo
STP_11,SD4337,77.7,76.60894324483503,ridge_pc80_lo
STP_11,SD4338,81.33330000000001,79.34838987090896,ridge_pc80_lo
STP_11,SD4343,93.7,80.70841872850617,ridge_pc80_lo
STP_11,MN07057-6-4,64.66669999999999,96.66491424241867,ridge_pc80_lo
STP_11,MN07167W-2-1,72.1,75.58278221386924,ridge_pc80_lo
STP_11,MN09023,70.16669999999999,77.51692039123138,ridge_pc80_lo
STP_11,MN09092,88.0,77.34868246888504,ridge_pc80_lo
STP_11,X00009-16,77.0667,65.16375582658767,ridge_pc80_lo
STP_11,BW928,88.0,68.24255841647201,ridge_pc80_lo
STP_11,ALSEN,85.0333,77.4648959755325,ridge_pc80_lo
STP_11,2375,71.2333,77.85430709030385,ridge_pc80_lo
STP_11,ND2710,88.3667,69.34475874727798,ridge_pc80_lo
STP_11,BACUP,66.95,69.9933512748988,ridge_pc80_lo
STP_11,WHEATON,21.549999999999997,69.54761730972297,ridge_pc80_lo
STP_12,11EXP13-105,88.0666666666667,88.3125657058591,ridge_pc80_lo
STP_12,11EXP13-107,84.2333333333333,79.52464041202562,ridge_pc80_lo
STP_12,11EXP13-43,84.6,85.69352910916363,ridge_pc80_lo
STP_12,11EXP13-65,83.06666666666669,88.35070310071937,ridge_pc80_lo
STP_12,11EXP13-78,89.7333333333333,86.00283539841783,ridge_pc80_lo
STP_12,SD4361,78.3333333333333,86.14397608528522,ridge_pc80_lo
STP_12,SD4366,85.8,81.51512170006085,ridge_pc80_lo
STP_12,SD4388,83.5,83.27027868527199,ridge_pc80_lo
STP_12,SD4394,81.4666666666667,85.20667852951722,ridge_pc80_lo
STP_12,SD4397,91.96666666666668,85.46029462017944,ridge_pc80_lo
STP_12,MN08166,92.56666666666666,84.82970268286476,ridge_pc80_lo
STP_12,MN08173,78.26666666666671,86.49378513403164,ridge_pc80_lo
STP_12,MN09027,87.5666666666667,103.53736447959184,ridge_pc80_lo
STP_12,MN09071,80.4,88.65563492113863,ridge_pc80_lo
STP_12,MN09121,87.8333333333333,86.8890657983777,ridge_pc80_lo
STP_12,BW928,85.3,80.29475522646459,ridge_pc80_lo
STP_12,ALSEN,81.43333333333331,86.92072812092633,ridge_pc80_lo
STP_12,2375,86.2666666666667,86.5949212514371,ridge_pc80_lo
STP_12,ND2710,95.93333333333334,81.39695555727056,ridge_pc80_lo
STP_12,BACUP,82.9,80.03508356082727,ridge_pc80_lo
STP_12,WHEATON,49.8166666666667,78.28823147085622,ridge_pc80_lo
STP_13,SD4487,49.6333,78.16156310444947,ridge_pc80_lo
STP_13,SD4518,84.4667,72.87047051762798,ridge_pc80_lo
STP_13,SD4536,89.7,81.28670115142877,ridge_pc80_lo
STP_13,SD4541,74.2667,84.39162779658676,ridge_pc80_lo
STP_13,SD4544,84.5,86.04511400005516,ridge_pc80_lo
STP_13,MN09157,90.2,88.12775062408456,ridge_pc80_lo
STP_13,MN10055,81.4,89.68819587102344,ridge_pc80_lo
STP_13,MN10285,93.3,83.94827406601202,ridge_pc80_lo
STP_13,MN10362,96.1,96.88810722857552,ridge_pc80_lo
STP_13,MN10368,84.3,80.16264884164046,ridge_pc80_lo
STP_13,12-14-147,85.3667,72.08650817186992,ridge_pc80_lo
STP_13,12-14-158,80.5667,86.52130422821304,ridge_pc80_lo
STP_13,12-14-172,94.43333,77.89333218086537,ridge_pc80_lo
STP_13,12-14-97,62.3333,84.41396242309234,ridge_pc80_lo
STP_13,ALSEN,76.4667,83.57049879378903,ridge_pc80_lo
STP_13,2375,80.0,83.63849629746197,ridge_pc80_lo
STP_13,ND2710,94.56667,78.55351993683237,ridge_pc80_lo
STP_13,BACUP,95.7,76.84993567760162,ridge_pc80_lo
STP_13,WHEATON,37.15,75.33180651688109,ridge_pc80_lo
STP_14,SD4504,95.4,94.10097770484322,ridge_pc80_lo
STP_14,SD4508,91.46667,93.87557952705902,ridge_pc80_lo
STP_14,SD4510,95.26667,87.87754246586249,ridge_pc80_lo
STP_14,SD4514,93.1,95.058841254243,ridge_pc80_lo
STP_14,SD4546,90.86667,103.7218096148114,ridge_pc80_lo
STP_14,MN10021,96.76667,99.1092272882298,ridge_pc80_lo
STP_14,MN10388,97.2,84.08002767980295,ridge_pc80_lo
STP_14,MN11074,96.5,94.94918235541654,ridge_pc80_lo
STP_14,MN11397-1,96.63333,96.29885876031668,ridge_pc80_lo
STP_14,MN11405,96.3,100.64474780156556,ridge_pc80_lo
STP_14,12-14-147,89.5,83.65846305344479,ridge_pc80_lo
STP_14,12-14-158,83.16669999999999,96.70951464093076,ridge_pc80_lo
STP_14,12-14-172,94.3,88.90737201494852,ridge_pc80_lo
STP_14,12-14-97,87.3333,94.6469562878815,ridge_pc80_lo
STP_14,ALSEN,95.36667,94.58453862787218,ridge_pc80_lo
STP_14,2375,86.2,95.21045117903684,ridge_pc80_lo
STP_14,ND2710,95.16667,88.7417303495501,ridge_pc80_lo
STP_14,BACUP,96.06667,86.01893055695592,ridge_pc80_lo
STP_14,WHEATON,60.0667,86.90376139845597,ridge_pc80_lo
STP_15,14-13-106,68.2,83.62496289465146,ridge_pc80_lo
STP_15,14-13-135,91.8,71.74859284354591,ridge_pc80_lo
STP_15,14-13-14,64.06666666666669,89.64706648143608,ridge_pc80_lo
STP_15,14-13-21,91.3,74.16319638703884,ridge_pc80_lo
STP_15,14-13-97,71.3333333333333,79.2675776093843,ridge_pc80_lo
STP_15,SD4559,90.83333333333331,78.58077210352307,ridge_pc80_lo
STP_15,SD4582,91.6,96.38882878426372,ridge_pc80_lo
STP_15,SD4595,87.5666666666667,88.47731622233681,ridge_pc80_lo
STP_15,SD4605,81.6666666666667,81.3834411683293,ridge_pc80_lo
STP_15,SD4607,91.93333333333334,74.89542667508293,ridge_pc80_lo
STP_15,MN11326-3,85.3666666666667,84.8404485919809,ridge_pc80_lo
STP_15,MN12265-1,80.1333333333333,89.17715993776534,ridge_pc80_lo
STP_15,MN12307-3,79.0333333333333,84.53012173859605,ridge_pc80_lo
STP_15,MN12423-5,86.9666666666667,83.36807083678028,ridge_pc80_lo
STP_15,MN12545-3,88.7,77.37812314116482,ridge_pc80_lo
STP_15,ALSEN,78.2,83.24778634459174,ridge_pc80_lo
STP_15,2375,75.9666666666667,84.3171803675921,ridge_pc80_lo
STP_15,ND2710,94.03333333333332,78.45133757490765,ridge_pc80_lo
STP_15,BACUP,81.1666666666667,74.87630991692365,ridge_pc80_lo
STP_15,WHEATON,25.049999999999997,76.01049058701122,ridge_pc80_lo
STP_16,MT1348,37.0666666666667,66.56576521238105,ridge_pc80_lo
STP_16,MT1401,74.7,60.10559683959193,ridge_pc80_lo
STP_16,ND820,75.5333333333333,73.58625738468253,ridge_pc80_lo
STP_16,ND822,92.03333333333332,81.21150802815023,ridge_pc80_lo
STP_16,ND824,91.2,78.76557766331159,ridge_pc80_lo
STP_16,SD4587,91.83333333333331,79.41242270995798,ridge_pc80_lo
STP_16,SD4589,86.1333333333333,84.04142082284032,ridge_pc80_lo
STP_16,SD4621,94.93333333333334,79.40007099384496,ridge_pc80_lo
STP_16,SD4645,77.6333333333333,84.14340133804879,ridge_pc80_lo
STP_16,SD4675,81.6666666666667,72.52904480277967,ridge_pc80_lo
STP_16,IDO1403S,49.2,60.72807392803011,ridge_pc80_lo
STP_16,IDO1405S,58.5,58.92371446991698,ridge_pc80_lo
STP_16,IDO1601S,63.6,52.163671047017914,ridge_pc80_lo
STP_16,IDO1603S,38.6666666666667,70.09277338516738,ridge_pc80_lo
STP_16,UISTONE,47.0333333333333,58.498940236518344,ridge_pc80_lo
STP_16,LANG-MN,86.5666666666667,81.35310888442395,ridge_pc80_lo
STP_16,MN11394-6,86.4333333333333,79.663428893106,ridge_pc80_lo
STP_16,MN13056-7,80.2,76.91456047540512,ridge_pc80_lo
STP_16,MN13064-2,79.6666666666667,83.44901530406563,ridge_pc80_lo
STP_16,MN13515-8,94.66666666666669,71.00967511145977,ridge_pc80_lo
STP_16,MT1316,69.2,75.88110534733899,ridge_pc80_lo
STP_16,ND-VITPRO,84.5,84.88792996052904,ridge_pc80_lo
STP_16,ND828,85.8333333333333,68.55397848799528,ridge_pc80_lo
STP_16,ALSEN,83.5,75.6747119221211,ridge_pc80_lo
STP_16,2375,74.93333333333331,81.2976640734397,ridge_pc80_lo
STP_16,ND2710,75.06666666666669,72.68868825096912,ridge_pc80_lo
STP_16,BACUP,91.53333333333332,71.15378847331937,ridge_pc80_lo
STP_16,WHEATON,49.5,72.99097429285882,ridge_pc80_lo
STP_17,ND830,87.7,86.25019137553818,ridge_pc80_lo
STP_17,ND833,94.6,93.85246265624023,ridge_pc80_lo
STP_17,NDHRS16-12-19,83.0333333333333,95.0813197739487,ridge_pc80_lo
STP_17,NDHRS16-12-31,95.76666666666668,90.14406659365233,ridge_pc80_lo
STP_17,NDHRS16-12-52,97.13333333333333,89.8503108316454,ridge_pc80_lo
STP_17,SD4691,93.6,103.40643176422851,ridge_pc80_lo
STP_17,SD4705,95.83333333333331,94.41200196455684,ridge_pc80_lo
STP_17,SD4710,95.93333333333334,93.81598509569082,ridge_pc80_lo
STP_17,SD4724,98.06666666666666,95.28165977497362,ridge_pc80_lo
STP_17,SD4741,94.06666666666666,93.9386132579824,ridge_pc80_lo
STP_17,MN13304-5,91.2,101.65337192651968,ridge_pc80_lo
STP_17,MN14138-4,96.83333333333331,90.23043445127948,ridge_pc80_lo
STP_17,MN14470-5,78.0333333333333,94.27901741689206,ridge_pc80_lo
STP_17,MN14669-1,96.2,95.3380985313358,ridge_pc80_lo
STP_17,ALSEN,96.86666666666667,93.55014952449748,ridge_pc80_lo
STP_17,2375,81.5333333333333,94.55497947651196,ridge_pc80_lo
STP_17,ND2710,97.06666666666666,85.21673825105451,ridge_pc80_lo
STP_17,BACUP,94.0,85.59617527927253,ridge_pc80_lo
STP_17,WHEATON,40.8666666666667,86.24828969593109,ridge_pc80_lo
STP_18,MT1673,65.3333333333333,57.157526221365416,ridge_pc80_lo
STP_18,NDHRS16-13-13,76.4,76.57422944310657,ridge_pc80_lo
STP_18,NDHRS16-13-89,92.1,72.49286756889913,ridge_pc80_lo
STP_18,NDHRS16-13-97,87.6,80.51800367352955,ridge_pc80_lo
STP_18,NDHRS16-14-12,76.5333333333333,83.64127718662054,ridge_pc80_lo
STP_18,NDHRS16-14-91,87.1,77.17675409957226,ridge_pc80_lo
STP_18,SD4756,89.7333333333333,84.07115733343075,ridge_pc80_lo
STP_18,SD4758,27.90000000000001,88.20670876553324,ridge_pc80_lo
STP_18,SD4787,91.43333333333334,64.35274584621364,ridge_pc80_lo
STP_18,SD4819,90.46666666666668,77.16659470011905,ridge_pc80_lo
STP_18,SD4822,81.3666666666667,77.0621168722158,ridge_pc80_lo
STP_18,MN15008-7,90.2,91.72574887323636,ridge_pc80_lo
STP_18,MN15029-8,63.5666666666667,78.46351949444839,ridge_pc80_lo
STP_18,MN15089-2,89.4,81.44739937798734,ridge_pc80_lo
STP_18,MN15219-2,75.8333333333333,85.69147881433184,ridge_pc80_lo
STP_18,MN15501-4,69.3333333333333,80.34822471132405,ridge_pc80_lo
STP_18,MT1621,69.6,61.84136457765064,ridge_pc80_lo
STP_18,ALSEN,88.0,80.19399761055355,ridge_pc80_lo
STP_18,2375,68.3666666666667,85.0832718539977,ridge_pc80_lo
STP_18,ND2710,95.63333333333333,71.34582301551733,ridge_pc80_lo
STP_18,BACUP,92.83333333333331,70.1707620668848,ridge_pc80_lo
STP_18,WHEATON,14.133333333333296,76.77658207341682,ridge_pc80_lo
STP_19,LANNING,65.73333333333329,66.52121660818295,ridge_pc80_lo
STP_19,MT1767,34.8666666666667,56.18907753310002,ridge_pc80_lo
STP_19,VIDA,28.033333333333303,63.56543759658831,ridge_pc80_lo
STP_19,NDHRS14-0136-C06,76.3333333333333,69.8490291480002,ridge_pc80_lo
STP_19,NDHRS16-14-36,84.7666666666667,68.06313090953506,ridge_pc80_lo
STP_19,NDHRS16-16-665,80.5,70.54423272643685,ridge_pc80_lo
STP_19,SD4740,70.5,75.61700240207232,ridge_pc80_lo
STP_19,SD4834,87.7333333333333,66.19431249200197,ridge_pc80_lo
STP_19,SD4859,68.0,69.0268341370234,ridge_pc80_lo
STP_19,SD4865,69.26666666666671,75.76978377683677,ridge_pc80_lo
STP_19,SD4868,67.6,77.36861953614455,ridge_pc80_lo
STP_19,MN15155-2,73.6,81.98782123774245,ridge_pc80_lo
STP_19,MN16028,59.3333333333333,70.43351617712742,ridge_pc80_lo
STP_19,MN16040,88.9,72.0540987629781,ridge_pc80_lo
STP_19,MN16262-3,73.6333333333333,77.61560336761487,ridge_pc80_lo
STP_19,MN16317-5,79.93333333333331,72.39299979835559,ridge_pc80_lo
STP_19,MT1621,52.0333333333333,49.050883401133795,ridge_pc80_lo
STP_19,NDHRS13-0170-0004,84.5666666666667,72.76864392205403,ridge_pc80_lo
STP_19,MT1716,70.6,66.00707318348034,ridge_pc80_lo
STP_19,ND-HERON,72.9666666666667,68.43863581829663,ridge_pc80_lo
STP_19,ALSEN,82.43333333333331,72.54092256386369,ridge_pc80_lo
STP_19,ND2710,87.3333333333333,67.72650460493274,ridge_pc80_lo
STP_19,BACUP,82.2,65.17217236005888,ridge_pc80_lo
STP_19,WHEATON,16.3333333333333,63.98610089689995,ridge_pc80_lo
STP_20,MT1775,51.3,59.82902627177495,ridge_pc80_lo
STP_20,MT1809,63.6,59.82495816905565,ridge_pc80_lo
STP_20,MT1866,59.5666666666667,57.123777190060395,ridge_pc80_lo
STP_20,MT1871,39.0333333333333,51.58676011179499,ridge_pc80_lo
STP_20,MT1872,32.433333333333294,62.99842929087889,ridge_pc80_lo
STP_20,NDHRS13-0114-C06,77.6333333333333,74.13703353792826,ridge_pc80_lo
STP_20,NDHRS13-0121-C05,71.5,70.904399893676,ridge_pc80_lo
STP_20,NDHRS13-0215-C03,79.76666666666671,63.88428108076764,ridge_pc80_lo
STP_20,NDHRS13-0318-0003,63.5333333333333,73.33249367679684,ridge_pc80_lo
STP_20,SD4848,74.7,71.6777252288254,ridge_pc80_lo
STP_20,SD4917,71.43333333333331,67.89166352489558,ridge_pc80_lo
STP_20,SD4926,71.3333333333333,73.08026036133586,ridge_pc80_lo
STP_20,SD4947,56.4333333333333,56.983204226502814,ridge_pc80_lo
STP_20,SD4950,63.0666666666667,66.63236220994224,ridge_pc80_lo
STP_20,MN16103-1,75.4,72.8934700794147,ridge_pc80_lo
STP_20,MN16277-3,86.5,67.20317588794438,ridge_pc80_lo
STP_20,MN16340-8,82.06666666666669,71.41345897351587,ridge_pc80_lo
STP_20,MN16360-1,71.73333333333329,59.92451844027008,ridge_pc80_lo
STP_20,MN16408-5,85.2666666666667,71.63654344075314,ridge_pc80_lo
STP_20,NDHRS13-0170-0004,77.2,69.05606214848528,ridge_pc80_lo
STP_20,MT1855,26.466666666666697,62.66212482411249,ridge_pc80_lo
STP_20,MT1716,59.0,62.286257408077574,ridge_pc80_lo
STP_20,ND-HERON,78.23333333333329,64.72605404472789,ridge_pc80_lo
STP_20,ALSEN,76.9666666666667,68.82010678846092,ridge_pc80_lo
STP_20,ND2710,94.4,68.74960044376579,ridge_pc80_lo
STP_20,BACUP,83.23333333333329,63.01711778506861,ridge_pc80_lo
STP_20,WHEATON,29.233333333333302,60.273519123331205,ridge_pc80_lo
STP_21,MT2007,68.76666666666671,70.09708933427638,ridge_pc80_lo
STP_21,MT2013,43.6333333333333,59.67635670896258,ridge_pc80_lo
STP_21,MT2018,59.8333333333333,62.52216134121146,ridge_pc80_lo
STP_21,MT2022,87.8333333333333,65.7716375759459,ridge_pc80_lo
STP_21,NDHRS17DH-0467-056,72.93333333333331,88.57969092966285,ridge_pc80_lo
STP_21,SD4871,84.9333333333333,79.69214122343074,ridge_pc80_lo
STP_21,SD4933,83.0,78.17280565910193,ridge_pc80_lo
STP_21,SD4968,78.56666666666669,71.65063638974395,ridge_pc80_lo
STP_21,SD4976,89.4333333333333,73.90460987800327,ridge_pc80_lo
STP_21,SD4991,85.3,80.0864212196475,ridge_pc80_lo
STP_21,SD5012,69.8,78.83759073660717,ridge_pc80_lo
STP_21,MN17033-1,87.9333333333333,80.58054330439873,ridge_pc80_lo
STP_21,MN17038-5,74.5333333333333,79.04164986674454,ridge_pc80_lo
STP_21,MN17271-1,93.43333333333334,78.32282659980156,ridge_pc80_lo
STP_21,MN17332-2,82.0333333333333,82.46468061131249,ridge_pc80_lo
STP_21,MT1855,71.0,68.55907712147426,ridge_pc80_lo
STP_21,NDHRS13-0156-C04,83.8,82.07267336478029,ridge_pc80_lo
STP_21,NDHRS13-0177-0001,75.0333333333333,83.64718115523101,ridge_pc80_lo
STP_21,NDHRS13-0309-B03,83.3,81.28527011413678,ridge_pc80_lo
STP_21,NDHRS17-0596-B28,71.4666666666667,81.75582938132762,ridge_pc80_lo
STP_21,MT1716,64.06666666666669,73.64930719777252,ridge_pc80_lo
STP_21,ALSEN,64.56666666666669,80.18315657815586,ridge_pc80_lo
STP_21,ND2710,80.1,74.64655274112755,ridge_pc80_lo
STP_21,BACUP,92.13333333333333,71.07157675348756,ridge_pc80_lo
STP_21,WHEATON,41.9,68.96747423447323,ridge_pc80_lo
STP_22,MT21076,62.0333333333333,57.72100699141892,ridge_pc80_lo
STP_22,MT21082,74.76666666666671,52.80358303946416,ridge_pc80_lo
STP_22,MT21089,57.6333333333333,73.16838884418226,ridge_pc80_lo
STP_22,MT21091,57.8,64.27058841987136,ridge_pc80_lo
STP_22,MT21102,48.3,76.9655265907349,ridge_pc80_lo
STP_22,MT21111,57.4666666666667,58.67421963039484,ridge_pc80_lo
STP_22,SD4893,75.23333333333329,76.34466817185448,ridge_pc80_lo
STP_22,SD4924,44.1333333333333,66.90787618594129,ridge_pc80_lo
STP_22,SD5030,83.1333333333333,79.00225467065731,ridge_pc80_lo
STP_22,SD5038,85.2666666666667,66.20190589678467,ridge_pc80_lo
STP_22,SD5051,79.9666666666667,73.65327435581672,ridge_pc80_lo
STP_22,MN17065-2,79.3,78.14238497411438,ridge_pc80_lo
STP_22,MN18081-5,70.56666666666669,74.00943120132237,ridge_pc80_lo
STP_22,MN18163-5,79.76666666666671,73.18900390381334,ridge_pc80_lo
STP_22,MN18179-4,63.9666666666667,71.11823073960475,ridge_pc80_lo
STP_22,MN18292-3,58.3,70.81277782788251,ridge_pc80_lo
STP_22,NDHRS13-0156-C04,81.23333333333329,77.83364795888286,ridge_pc80_lo
STP_22,NDHRS13-0177-0001,75.7,75.22673530961889,ridge_pc80_lo
STP_22,NDHRS13-0309-B03,92.7,77.04624470823936,ridge_pc80_lo
STP_22,NDHRS17-0596-B28,73.23333333333329,77.07538224316029,ridge_pc80_lo
STP_22,ALSEN,84.3333333333333,75.34391244529559,ridge_pc80_lo
STP_22,ND2710,92.8,66.22610689551543,ridge_pc80_lo
STP_22,BACUP,90.76666666666668,65.66019823493696,ridge_pc80_lo
STP_22,WHEATON,11.700000000000005,64.72844882857581,ridge_pc80_lo
STP_23,MT21214,68.2,65.1026560041504,ridge_pc80_lo
STP_23,MT21222,76.3333333333333,67.11590864093348,ridge_pc80_lo
STP_23,MT21305,85.6666666666667,68.83891804623399,ridge_pc80_lo
STP_23,MT21352,70.06666666666669,66.85410696400741,ridge_pc80_lo
STP_23,MT21384,70.3666666666667,58.23670909005971,ridge_pc80_lo
STP_23,NDHRS15-0006-B02,87.3,77.26893898644944,ridge_pc80_lo
STP_23,NDHRS15-0006-C29,86.8,80.8515597600968,ridge_pc80_lo
STP_23,NDHRS15-0037-C52,76.6,85.82081477237563,ridge_pc80_lo
STP_23,NDHRS15-0405-C34,77.6,80.36618063329892,ridge_pc80_lo
STP_23,NDHRS16RIL-0190-019,83.0,81.74478235630404,ridge_pc80_lo
STP_23,SD5101,84.4666666666667,82.98427469410271,ridge_pc80_lo
STP_23,SD5117,85.8,79.82195766712424,ridge_pc80_lo
STP_23,SD5127,79.56666666666669,79.54782512358148,ridge_pc80_lo
STP_23,SD5132,69.5,88.78666027612805,ridge_pc80_lo
STP_23,SD5145,83.8666666666667,79.55246785870685,ridge_pc80_lo
STP_23,SD5159,71.6666666666667,81.66030406120632,ridge_pc80_lo
STP_23,MN18091-2,75.8666666666667,84.88954870712351,ridge_pc80_lo
STP_23,MN19114-3,79.8,83.33466529680814,ridge_pc80_lo
STP_23,MN19146-4,91.5,80.21697487869373,ridge_pc80_lo
STP_23,MN19257-1,84.3666666666667,78.25552475292194,ridge_pc80_lo
STP_23,MN20231-2,95.66666666666669,76.1049532429356,ridge_pc80_lo
STP_23,MT21220,65.1333333333333,63.81945377971791,ridge_pc80_lo
STP_23,ALSEN,78.5333333333333,79.91563844447407,ridge_pc80_lo
STP_23,ND2710,93.93333333333334,75.59671414942905,ridge_pc80_lo
STP_23,BACUP,88.9333333333333,74.25155348666223,ridge_pc80_lo
STP_23,WHEATON,19.233333333333302,74.17273559123235,ridge_pc80_lo
STP_24,AAC_HODGE,63.3,65.2880259659584,ridge_pc80_lo
STP_24,AAC_SPIKE,78.23333333333329,61.56354724383723,ridge_pc80_lo
STP_24,AAC_WESTKING,72.4,59.568228390811235,ridge_pc80_lo
STP_24,BW5095,52.9666666666667,63.46582501711648,ridge_pc80_lo
STP_24,HY2136,40.9666666666667,58.40887405665274,ridge_pc80_lo
STP_24,MT21224,40.0666666666667,44.8251400930721,ridge_pc80_lo
STP_24,MT22071,26.40000000000001,50.55291967590492,ridge_pc80_lo
STP_24,MT22345,34.1666666666667,55.58413112232533,ridge_pc80_lo
STP_24,MT22361,37.9,59.80232321764078,ridge_pc80_lo
STP_24,MT23004,48.3,56.16118922662852,ridge_pc80_lo
STP_24,MT23297,45.7,51.08662049923683,ridge_pc80_lo
STP_24,NDHRS18-0069-B077,72.23333333333329,58.58393946616022,ridge_pc80_lo
STP_24,NDHRS18-0105-B080,92.96666666666668,65.9367338697329,ridge_pc80_lo
STP_24,NDHRS18-0178-B057,56.6,72.64775247043872,ridge_pc80_lo
STP_24,NDHRS18-0180-B101,63.5333333333333,61.16593500478199,ridge_pc80_lo
STP_24,NDHRS18-0261-B234,74.8666666666667,67.88710644774055,ridge_pc80_lo
STP_24,NDHRS19RIL-0121-212-1,83.26666666666671,66.0721202992046,ridge_pc80_lo
STP_24,SD5050,52.2666666666667,68.15650825427177,ridge_pc80_lo
STP_24,SD5153,79.9666666666667,61.04546495727981,ridge_pc80_lo
STP_24,SD5158,62.0,66.21565782554279,ridge_pc80_lo
STP_24,SD5193,56.8666666666667,64.63809804018996,ridge_pc80_lo
STP_24,SD5195,60.0,71.03607060370344,ridge_pc80_lo
STP_24,SD5203,78.4666666666667,69.26975727337128,ridge_pc80_lo
STP_24,SD5223,76.5333333333333,72.95545031945962,ridge_pc80_lo
STP_24,MN19342-1,56.5333333333333,70.2687950200211,ridge_pc80_lo
STP_24,MN20080-3,81.0333333333333,64.89611712461388,ridge_pc80_lo
STP_24,MN20081-2,70.1333333333333,71.47567712315869,ridge_pc80_lo
STP_24,MN20171-1,70.5,68.36825059858478,ridge_pc80_lo
STP_24,MN20172-2,58.3,77.82106939662287,ridge_pc80_lo
STP_24,MT21220,54.5666666666667,47.416276894565115,ridge_pc80_lo
STP_24,ALSEN,71.26666666666671,63.919164637228,ridge_pc80_lo
STP_24,ND2710,79.2,59.19353726427629,ridge_pc80_lo
STP_24,BACUP,78.0,60.107413932873506,ridge_pc80_lo
STP_24,WHEATON,12.400000000000006,55.36251386668019,ridge_pc80_lo
STP_97,ND691,94.0,90.5554219812241,ridge_pc80_lo
STP_97,PARSHALL,89.0,104.28444996806336,ridge_pc80_lo
