environment,genotype,observed,predicted,method
CRK_00,ND2710,83.3,75.03122254461057,gblup
CRK_00,BACUP,80.2,76.69931738323965,gblup
CRK_00,WHEATON,52.7,76.20958087173265,gblup
CRK_01,PI104131,93.3,86.39704274670962,gblup
CRK_01,PI185380,89.7,92.26490215667629,gblup
CRK_01,PI349478,98.0,96.22342604667853,gblup
CRK_01,PI382140,86.4,78.46162359574367,gblup
CRK_01,MN99109,88.9,83.22705141784787,gblup
CRK_01,MN99112,91.1,86.61982994175754,gblup
CRK_01,MN99126,93.2,77.97014492141236,gblup
CRK_01,MN99192,95.0,92.06588072486376,gblup
CRK_01,MN99322,83.0,96.22652941741008,gblup
CRK_01,2375,74.3,93.5398471200378,gblup
CRK_01,ND2710,88.2,86.67992096562419,gblup
CRK_01,BACUP,94.9,87.10745768126952,gblup
CRK_01,WHEATON,71.4,87.99832537018636,gblup
CRK_03,BUCKAUSTRAL,42.1,49.6826629495677,gblup
CRK_03,KLEINCONDOR,36.1,64.70718279424237,gblup
CRK_03,ARTEMOWSKA,65.3,69.62788235271474,gblup
CRK_03,ALBIDUM43,63.0,72.53431374970702,gblup
CRK_03,SD3746,37.1,69.05818788543036,gblup
CRK_03,STEPNJACHKA,62.4,62.26687402033801,gblup
CRK_03,MN01116,90.1,68.39343699006668,gblup
CRK_03,MN01180,93.3,68.73668917428608,gblup
CRK_03,MN01281,87.9,67.44494353030852,gblup
CRK_03,MN99433-1,71.5,58.84103959826591,gblup
CRK_03,ND03_1-15,63.1,70.47253597756303,gblup
CRK_03,ND03_1-9,72.0,64.24954682210054,gblup
CRK_03,2375,57.3,71.6264198609196,gblup
CRK_03,ND2710,94.3,62.42583678164744,gblup
CRK_03,BACUP,69.7,66.45775637198565,gblup
CRK_03,WHEATON,30.5,66.08489811106816,gblup
CRK_04,MN00187-3,98.0,87.57192093959665,gblup
CRK_04,MN01164,88.0,79.15541343888029,gblup
CRK_04,MN01NIL84-5-5-15,96.1,92.19090733221786,gblup
CRK_04,MN99220-4,89.6667,76.5023517655896,gblup
CRK_04,MN99341-2-5,94.63333,76.66882463970057,gblup
CRK_04,ND03_1-15,61.1,82.0355410791806,gblup
CRK_04,ND03_1-9,86.5333,72.62115180307003,gblup
CRK_04,NDSW0345,59.0,69.07553555940729,gblup
CRK_04,RUGBY,59.7,70.43193670664508,gblup
CRK_04,2375,50.7,79.99802484188909,gblup
CRK_04,ND2710,96.43333,70.47192459093411,gblup
CRK_04,BACUP,77.3,70.87716815934985,gblup
CRK_04,WHEATON,18.533299999999997,74.45650309203765,gblup
CRK_07,ES101,23.0,61.89242830483158,gblup
CRK_07,MN03013-3-2,79.5,69.593854510077,gblup
CRK_07,MN03191-2-1,54.5,71.39722588750351,gblup
CRK_07,NDSW0430,73.8,68.0890950103394,gblup
CRK_07,MN00209-3-1,86.6,73.72911600304208,gblup
CRK_07,MN02222-1,84.6,58.640844938326914,gblup
CRK_07,RUGBY,28.700000000000003,64.22927413822288,gblup
CRK_07,BRICK,89.6,76.63574258939329,gblup
CRK_07,2375,62.0,69.00229797340168,gblup
CRK_07,ND2710,95.1,58.545490306923874,gblup
CRK_07,BACUP,73.6,64.67450559092765,gblup
CRK_07,WHEATON,18.799999999999997,63.46077622355024,gblup
CRK_09,FOREFRONT,94.83333333333331,93.92891182292377,gblup
CRK_09,SD4011,91.0,89.01906330422405,gblup
CRK_09,SD4027,78.6,88.04605160813011,gblup
CRK_09,SELECT,94.1,83.95583957165286,gblup
CRK_09,MN05152-1-1,91.96666666666668,88.70268524269346,gblup
CRK_09,MN06049-1-3,94.96666666666668,94.4264421329628,gblup
CRK_09,MN06202-3-1,92.46666666666668,78.50267729811164,gblup
CRK_09,MN06213-6-2-4,88.3666666666667,85.00486674847429,gblup
CRK_09,MN06219-2-2,86.6,83.34975221451663,gblup
CRK_09,2375,83.3333333333333,91.90409083279076,gblup
CRK_09,ND2710,94.96666666666668,82.17437980953133,gblup
CRK_09,BACUP,91.36666666666667,82.59553423014717,gblup
CRK_09,WHEATON,32.1666666666667,86.36256908293932,gblup
CRK_10,MT09SCAB16,24.5,67.94114427794828,gblup
CRK_10,MT09SCAB3,55.1,60.31399235592929,gblup
CRK_10,MT09SCAB5,62.7,54.46998119513445,gblup
CRK_10,MT09SCAB9,57.8,56.546027282272874,gblup
CRK_10,FN09-17017,91.2,80.34022870119571,gblup
CRK_10,FN09-17210,93.0,82.03322183125361,gblup
CRK_10,FN09-17213,92.5,84.74941666061795,gblup
CRK_10,FN09-17270,96.4,81.72711295751667,gblup
CRK_10,FN09-17275,96.5,90.98438056724318,gblup
CRK_10,MN06216-6-2-4,92.1,79.80477202403004,gblup
CRK_10,MN07049-7-3,91.1,92.70357353628631,gblup
CRK_10,MN07183-3,85.0,71.37402250968265,gblup
CRK_10,ALSEN,75.9,82.75976554144891,gblup
CRK_10,2375,59.7,83.06942900532013,gblup
CRK_10,ND2710,90.6,74.4729087888888,gblup
CRK_10,BACUP,90.0,72.48226615734768,gblup
CRK_10,WHEATON,25.0,77.52790725546869,gblup
CRK_12,11EXP13-105,87.2,81.46803894518673,gblup
CRK_12,11EXP13-107,74.8,73.32165425172089,gblup
CRK_12,11EXP13-43,80.76666666666671,78.85008362946654,gblup
CRK_12,11EXP13-65,62.6,82.4614543084839,gblup
CRK_12,11EXP13-78,86.2,78.34833302733107,gblup
CRK_12,SD4361,85.2666666666667,79.95382424310714,gblup
CRK_12,SD4366,70.3666666666667,79.10203019315513,gblup
CRK_12,SD4388,71.9666666666667,81.41428698247633,gblup
CRK_12,SD4394,91.16666666666669,76.8176065150924,gblup
CRK_12,SD4397,92.13333333333333,81.57161358615691,gblup
CRK_12,MN08166,92.7,75.45967335047153,gblup
CRK_12,MN08173,78.2,80.0580454367087,gblup
CRK_12,MN09027,96.66666666666669,93.01532088544091,gblup
CRK_12,MN09071,72.56666666666669,82.5210206585557,gblup
CRK_12,MN09121,84.4333333333333,81.44936947340459,gblup
CRK_12,BW928,81.1666666666667,74.8569621339261,gblup
CRK_12,ALSEN,78.1,81.2295903588331,gblup
CRK_12,2375,60.4,84.58169230813739,gblup
CRK_12,ND2710,94.0,74.03175994263275,gblup
CRK_12,BACUP,87.1833333333333,73.4003055287508,gblup
CRK_12,WHEATON,28.716666666666697,79.04017055828595,gblup
CRK_13,SD4487,62.1,67.58169738034941,gblup
CRK_13,SD4518,59.95,69.10199003936222,gblup
CRK_13,SD4536,56.3,75.07039912307413,gblup
CRK_13,SD4541,64.1,76.5688774011048,gblup
CRK_13,SD4544,61.1,75.37726484023234,gblup
CRK_13,MN09157,91.6,78.14863188872576,gblup
CRK_13,MN10055,90.8,80.95174446875687,gblup
CRK_13,MN10285,95.2,78.34960314923124,gblup
CRK_13,MN10362,96.55,85.96131484893638,gblup
CRK_13,MN10368,81.45,75.15374474535543,gblup
CRK_13,12-14-147,83.8,68.99128568235585,gblup
CRK_13,12-14-158,71.5,75.87483409851936,gblup
CRK_13,12-14-172,77.25,73.9702058972695,gblup
CRK_13,12-14-97,79.8,74.67899153665725,gblup
CRK_13,ALSEN,74.2,78.75847117347286,gblup
CRK_13,2375,61.65,78.57489759656562,gblup
CRK_13,ND2710,93.5,68.76444159831192,gblup
CRK_13,BACUP,81.725,70.21201331367368,gblup
